predictor_vars,mediator_vars,outcome_vars,moderator_vars,a_est,a_stdest,a_pvalue,b_est,b_stdest,b_pvalue,indirect_est,indirect_stdest,indirect_pvalue,total_est,total_stdest,total_pvalue
income_numeric,erqs,pss,shanahan_binary,-0.2962108039073253,-0.27829930389148033,0.13235098887228425,0.12302289518180994,0.10437107259951997,0.09960568497736477,-0.036440710680810534,-0.029046396850853563,0.26661207327510317,-0.12569950215613918,-0.1001933704192163,0.5922176663613141
income_numeric,erq,negaff,shanahan_binary,0.30965991016022193,0.22630308498750915,0.22485548594832494,-0.016173255326811836,-0.1654130979441908,0.008052919645088252,-0.005008208791498884,-0.03743349436211138,0.2698216688519568,-0.031897866737965616,-0.23841829772070158,0.20135177717347608
ace,rs,srh,twn,-0.020383835531954025,-0.10453785412839471,0.24148306929412722,0.04980839953446999,0.16971164171426448,0.002278388700492462,-0.0010152862242204918,-0.017741290845416167,0.27417789148370475,-0.0063301641814049806,-0.11061440721089894,0.21453331289960653
msss_us,rs,pss,shanahan_binary,-0.32164308743100334,-0.3043714940830935,0.27892420054171296,0.9690904297806986,0.5459471895703242,0,-0.3117012378345018,-0.16617076177998544,0.281441925813259,0.022756304752408307,0.012131592810718822,0.965745859971612
msss_comm,rs,posaff,shanahan_binary,0.296393582817169,0.2720394978681391,0.2179351296040224,-0.025463939034974795,-0.131227169274773,0.027564097653042907,-0.007547348123214144,-0.03569897323616653,0.2822170616220101,0.0219724741506047,0.10392985109858069,0.6316996893250395
ace,erq,srh,twn,0.08989301649440685,0.22873430410806433,0.01143777159427084,-0.00966048928506646,-0.06636881795173374,0.23652824411970674,-8.684105226465199e-4,-0.015180825388664625,0.283680115559936,-0.00701617121036707,-0.12265082845491135,0.171182022400318
ace,erqs,pss,twn,0.039742132505707975,0.1350983099912501,0.13928383351929763,0.09921535804361221,0.08419022615768314,0.12750329422840423,0.003943029905970496,0.01137395727168413,0.28861166905346924,-0.03833748483937728,-0.11058727041523433,0.21657608680093143
msss_us,rs,negaff,shanahan_binary,-0.3167096665092342,-0.30038885097158996,0.2850685754462232,0.09445113198630642,0.47517834489003075,0,-0.02991358651280277,-0.14273827702809821,0.2887340038461834,0.01585512626574536,0.07565570261081317,0.7912218158150419
ace,erq,srh,shanahan_binary,0.7710689799311781,0.15418749784217695,0.16728766527170236,-0.013209736757692488,-0.09075260763392298,0.101779068950558,-0.010185618246913334,-0.013992917493727431,0.2912640054738058,0.020762956017239036,0.028523976005399704,0.7948029720714878
ace,rs,posaff,twn,-0.020483827645370514,-0.10554458297688349,0.23694666187539615,-0.02537003004882449,-0.12848587279190787,0.020969210411520445,5.196753228779917e-4,0.013560987862242817,0.29253820410675924,0.007849087631420231,0.20482285268019176,0.02082014000053034
income_numeric,erq,pss,shanahan_binary,0.28295620508670677,0.2055638894400187,0.2702589467697758,-0.18259591767778002,-0.20034056203050316,0.0012153075859913098,-0.05166664793042935,-0.041182785143589556,0.29669760899518094,-0.1256995142556979,-0.10019337997728239,0.5922176307122735
ace,rs,posaff,shanahan_binary,0.3128723064938566,0.12829686529258763,0.24221101338629936,-0.025397438763501177,-0.12862468218445822,0.021800844609626502,-0.007946155244973096,-0.01650214352352133,0.29746701214202886,0.058963491025229076,0.1224521748630254,0.2645087275027054
msss_us,rs,srh,shanahan_binary,-0.3216432381482394,-0.30437163971250214,0.27892396750676496,0.06152125281008217,0.2060637411959607,6.596160301870491e-4,-0.019787894968771303,-0.062719958793107225,0.3021412384271265,0.06173356358363884,0.19567147340472835,0.48988335496463176
ace,erqs,posaff,shanahan_binary,-0.4326626933163846,-0.11534212463393118,0.29702942447119174,-0.02068930431101331,-0.16076873246558615,0.003522637523985628,0.008951490126045306,0.018543407177284775,0.3260999284201467,0.06477262517980101,0.13417935402240527,0.21801339591975388
msss_us,rs,posaff,shanahan_binary,-0.3167096555941258,-0.3003888431829594,0.2850685869135994,-0.02517383452990957,-0.12973212912362062,0.032884735158762,0.007972796463951172,0.03897008419110671,0.33920372341577343,-0.024802153372875627,-0.12122998617008521,0.666797308921923
income_numeric,erqs,srh,shanahan_binary,-0.29113993479865985,-0.27292189913251064,0.140112674414832,0.013182973224246665,0.06923613302699982,0.27409961612442246,-0.003838089964959653,-0.018896056914319934,0.3796192806913439,0.04982152148728541,0.24528614862514175,0.18719382353639857
ace,erqs,pss,shanahan_binary,-0.4424692470167679,-0.11820231425818326,0.2861333699454174,0.09895657663350226,0.08397063508903858,0.13236792928942354,-0.04378524195038283,-0.009925523397253768,0.38418596242463465,-0.11162656252734715,-0.02530423514333253,0.817444404519514
income_numeric,erq,srh,twn,0.02197561646883001,0.20381257084787474,0.16318927536149253,-0.010206822925945866,-0.06938619965226941,0.277773440375068,-2.2430122598584768e-4,-0.014141779732492941,0.3917331173743752,8.714983475829179e-4,0.054946367834506675,0.7111675292451005
income_numeric,erq,srh,shanahan_binary,0.27792392977286595,0.2012794601780027,0.28021221357172155,-0.012470501475924035,-0.08477473466119888,0.17668775470868048,-0.0034658507764271326,-0.017063412829339524,0.39894169953816827,0.049821517570425244,0.2452861294174741,0.18719385860558435
msss_us,erq,posaff,twn,0.027734588857031,0.24534325194644743,0.4089581445454269,0.02535709572257963,0.2591243569513321,9.177858542930295e-6,7.032686244741255e-4,0.06357441239297186,0.41691643167813197,-0.0049638943097055094,-0.4487284843061488,0.12679130362878865
msss_us,erqs,posaff,shanahan_binary,-0.3770422329086024,-0.23652006120485136,0.3954860496647581,-0.021193346409258025,-0.16513617801128894,0.006855540347992406,0.007990786652952157,0.03905801893036529,0.41758236370302204,-0.024802123972304448,-0.12122984503229658,0.666797674104131
msss_us,erq,pss,twn,0.02795947280215639,0.24767175039397463,0.4053570348589357,-0.1767741270223188,-0.19716512619535237,8.989798959675444e-4,-0.004942511396605461,-0.04883223192145182,0.41958968840321065,0.054249163381254344,0.5359841415029539,0.06845783543038841
msss_us,erq,negaff,twn,0.02773459312977478,0.24534329375706468,0.40895806484543207,-0.018716273632071727,-0.18671508208954496,0.0019538753380354823,-5.190882340910414e-4,-0.04580929323396968,0.42495212556087525,0.004781168665259924,0.421935892597299,0.15667067579651572
msss_comm,erqs,posaff,twn,0.020731381328497774,0.22933395150458916,0.42948158358733224,-0.022564084974434333,-0.17581681596993406,0.0026657711586404176,-4.677846499336251e-4,-0.040320765147340135,0.4448129753013015,-9.536514619320623e-4,-0.0822001248532552,0.7708830010937922
msss_us,erq,srh,twn,0.02795945979017662,0.24767162979329765,0.40535726311863685,-0.011231433277215574,-0.07447948516477743,0.22084789581294517,-3.140248071003605e-4,-0.01844645547692616,0.4913347643776893,-0.001123651978821501,-0.06600560124623032,0.8236343047780437
income_numeric,erqs,posaff,twn,-0.008088016199146812,-0.09724383638465564,0.5111422321255805,-0.026967778632325252,-0.21127385424317197,5.591314959523253e-4,2.181158304332519e-4,0.020545080114378597,0.5186272040478814,0.001112731074693333,0.1048119663296476,0.47477618223130325
msss_comm,erqs,pss,twn,0.020564648041842683,0.22752427778398174,0.43400399206232665,0.08068887455895744,0.06871402972110043,0.2554818658713982,0.0016593383061973541,0.01563410998592043,0.5192233238335642,-0.006465050260684706,-0.060913019643160586,0.8320975129467034
msss_us,erqs,pss,shanahan_binary,-0.3869286959066831,-0.24222293955446222,0.3843998782346927,0.0618356576991219,0.0526587739270518,0.39657154325944877,-0.023925990394053288,-0.01275516301394436,0.543780985871438,0.022756210672072483,0.012131542808530411,0.9657460010060881
income_numeric,erqs,pss,twn,-0.007486460142028065,-0.09007641713191154,0.5424867599315655,0.11101401549085957,0.09418288813931844,0.12916217890948967,-8.311020021788063e-4,-0.008483657118725412,0.5719200017847601,-0.008499982932402016,-0.08676545180311411,0.5533678966558406
msss_comm,erqs,srh,twn,0.020564647697971606,0.22752427348868756,0.43400400140914486,0.008577385299330048,0.04342869248790953,0.4703248859905267,1.7639090685048317e-4,0.009881081706875239,0.5957179942619302,0.0035995548309936043,0.20164018672217554,0.48017279124403567
income_numeric,erqs,srh,twn,-0.007128495091145965,-0.08557577494187674,0.5629076160643509,0.012400410683799004,0.06512616579494022,0.3026761150670687,-8.839626668765518e-5,-0.005573222106895155,0.6139159810254278,8.714987609663331e-4,0.05494639471496604,0.7111673939249243
msss_comm,erq,posaff,twn,-0.016400384273005452,-0.13833373531145418,0.6261286019239312,0.022659075973497166,0.2315532703181295,9.08326211557231e-5,-3.716175532365786e-4,-0.03203162880668973,0.6287747815622275,-9.536510184513027e-4,-0.0822000876118652,0.7708831017227609
msss_us,erqs,pss,twn,0.04276875870721894,0.49619659767552166,0.08949103886747056,0.036396640256880546,0.030995100775033334,0.6154060622027875,0.0015566391248999752,0.015379663549181464,0.6299962082690815,0.054249193488231824,0.5359844361595775,0.06845768197018653
msss_comm,erq,negaff,twn,-0.016400388329045692,-0.13833377347865575,0.6261285101448641,-0.016760023416080284,-0.1671993638317276,0.006305656555336325,2.748708924276156e-4,0.023129318922073552,0.631501851958268,-5.399650048256745e-4,-0.04543595974484953,0.8746215463937208
msss_us,erqs,negaff,twn,0.04282609249122002,0.49685180252028666,0.08851032205397447,-0.003997884083803658,-0.030410543450645425,0.6264143733215413,-1.7121375354215186e-4,-0.015109533329074677,0.6397547499256633,0.004781168433175081,0.4219358684592665,0.1566706991825575
msss_comm,erq,pss,twn,-0.01589257048163806,-0.1342520636212249,0.6370211017022702,-0.15808441462419515,-0.1763195437511956,0.0038265774666184083,0.002512367701463516,0.02367126260535086,0.6414231214317243,-0.006465056971316257,-0.0609130826022935,0.8320973421062123
ace,erqs,srh,twn,0.039823078860506074,0.1355048155760412,0.1387167871208268,0.005133580465370369,0.02637368247883309,0.6347219778659223,2.044349797091977e-4,0.003573760980355347,0.6510006042407261,-0.007016171656022116,-0.12265083270697676,0.1711820061223821
msss_us,erqs,srh,twn,0.042768744307293494,0.49619642673512415,0.08949114861017193,0.005437467471767499,0.027530779851889488,0.6576284012374165,2.3255365597924977e-4,0.013660674587738914,0.6680504392233826,-0.0011236513797678797,-0.066005566691424,0.8236343958268801
msss_comm,erq,srh,twn,-0.015892579331507124,-0.13425213527256888,0.637020922187373,-0.007980170159279796,-0.052919244469432906,0.38923915507121887,1.2682548733528e-4,0.007104521567032449,0.6790213239928462,0.0035995548478010802,0.2016401875146204,0.48017278961300036
msss_us,erqs,srh,shanahan_binary,-0.38692862471716294,-0.24222289128192598,0.3843999727430809,0.0051808615685235235,0.02623154242331304,0.6740760349216175,-0.0020046236415588105,-0.006353880048559384,0.7049657057822614,0.0617335754048843,0.19567150908502495,0.48988327567291834
msss_us,rs,pss,twn,-0.005020888965290782,-0.08805482921645345,0.767366950035234,0.9345102721332661,0.5264661000419251,0,-0.004692072313304801,-0.04635788252744401,0.7674606901256931,0.05424919353057302,0.5359844377862024,0.06845768063929936
msss_us,rs,negaff,twn,-0.005002207310353271,-0.08774545439287026,0.7677878074195643,0.09158047052501536,0.4607361973177637,0,-4.581044991458241e-4,-0.04042750698889031,0.7679251850848905,0.004781168445536186,0.42193587076176614,0.15667069653049515
msss_us,rs,srh,twn,-0.005020879101077827,-0.08805465860724355,0.7673673896791835,0.06069922058106132,0.20331036167665648,6.626574822750086e-4,-3.0476344806716393e-4,-0.017902424488753198,0.7682155627903684,-0.0011236513923388136,-0.06600556704094912,0.8236343953139942
msss_us,rs,posaff,twn,-0.005002207918038033,-0.08774546484122916,0.7677877810362679,-0.02715206953855866,-0.13992686672838897,0.01951884085417599,1.358202972368974e-4,0.012277947964859214,0.7695696140536703,-0.004963894479232691,-0.44872849904582585,0.12679129083642282
income_numeric,rs,pss,shanahan_binary,0.031884101140571657,0.04509588154322013,0.8085911725099026,1.0010321065612575,0.5620929743316054,0,0.03191700893055864,0.025348078186734353,0.8086385581365017,-0.13906440183375318,-0.11044316020786107,0.5543254146017254
ace,erqs,negaff,twn,0.038287215669579114,0.1301400882913734,0.154392723877816,-0.0017029620162705018,-0.012826127558003273,0.8194776425349231,-6.520167399405e-5,-0.0016691933728349637,0.8217131971182627,3.3838344245593543e-4,0.008662774512140167,0.9238049894273315
msss_us,erqs,negaff,shanahan_binary,-0.37704224638895173,-0.2365200690751639,0.3954860340833004,-0.0018934833657564074,-0.01440308347414244,0.8186771902631889,7.139232217249089e-4,0.0034066182981995216,0.8248332396994704,0.015855139315468864,0.07565576531056036,0.7912216463944854
income_numeric,rs,srh,shanahan_binary,0.02733596067388917,0.03855995261231462,0.8358050348676529,0.07377217710834805,0.25788749164732283,2.0962738743302012e-5,0.002016633332260989,0.00994412945722945,0.8359967730556717,0.05109085632055661,0.2519318118989482,0.1748521603857871
ace,erqs,srh,shanahan_binary,-0.4446913843715092,-0.11891295921824721,0.28410771606915497,0.002137163223938477,0.010979640036694448,0.8446037940220059,-9.503780726810789e-4,-0.0013056214879144813,0.8471104342608866,0.020762971510277995,0.028523997486915975,0.7948028210849687
msss_comm,rs,negaff,twn,0.0027225470108823498,0.045536539111682296,0.875322884354889,0.09017696674692482,0.45367524947371873,0,2.4551103126727725e-4,0.020658800741662216,0.8753444431033093,-5.399641320889303e-4,-0.04543588674973147,0.8746217464133363
msss_comm,rs,posaff,twn,0.002722544926998792,0.04553650414675867,0.8753229793799284,-0.02671728084537982,-0.13768620428677952,0.019448452079731116,-7.273899742879083e-5,-0.0062697484124563975,0.8756007816533646,-9.536509052136525e-4,-0.08220007781732629,0.7708831277731771
msss_comm,rs,pss,twn,0.0026649775060840477,0.044570287712868716,0.8781733181383446,0.9387012210912261,0.5288271143391317,0,0.002501617639141746,0.02356997663646122,0.8781866157568121,-0.006465049842564543,-0.060913015385949384,0.8320975243244579
msss_comm,rs,srh,twn,0.0026649781537293337,0.044570298605970435,0.8781732886168183,0.062054452851872874,0.20784967930430953,4.136312627547323e-4,1.6537376119186815e-4,0.009263922271748269,0.8782870117769519,0.0035995549637016793,0.20164019464931737,0.4801727742088182
msss_comm,erqs,negaff,twn,0.020731370116241547,0.22933382716301515,0.42948183359086833,-0.0011497996571607867,-0.008746134614308386,0.8854464442717962,-2.3836922252127907e-5,-0.0020057845239822634,0.8872921936164071,-5.399643046753845e-4,-0.045435901261290004,0.8746217067686417
ace,erqs,negaff,shanahan_binary,-0.43266269188380735,-0.11534212368740773,0.29702942814655553,-0.0010599089440283904,-0.007982871701028158,0.8875497325805073,4.585830568750471e-4,9.207613751206967e-4,0.8885628108255634,0.00832117177809452,0.016707581002281785,0.8794059411413662
income_numeric,erqs,negaff,shanahan_binary,-0.2926230490599028,-0.2744255266221566,0.13795360431370618,0.001059136960972757,0.00844139225469464,0.894727186051258,-3.099278868918874e-4,-0.00231653351491877,0.8951411077742955,-0.0318978635079094,-0.23841826758930074,0.20135183515077104
income_numeric,rs,negaff,shanahan_binary,0.016567961486774457,0.02353168266878085,0.899267105031855,0.09772361131493411,0.513380695448355,0,0.001619081028614345,0.012080711613568714,0.8992760523536807,-0.03193580431026209,-0.2382877911612773,0.20076921634890454
income_numeric,rs,posaff,shanahan_binary,0.016567945337464522,0.023531659753208083,0.8992672024392174,-0.03497630193833071,-0.17879477280863043,0.0035715572161385545,-5.794854586209176e-4,-0.004207337759384831,0.8993616288985373,-0.03334745107616982,-0.24211822402913888,0.18847368177623425
msss_us,erq,posaff,shanahan_binary,-0.07446062926253659,-0.035615466721906915,0.901141139924825,0.02683473296785046,0.2742243422878778,2.0172793542272416e-6,-0.001998131102878281,-0.009766627937090723,0.9011747304240374,-0.024802146195365925,-0.12122995011815557,0.6667974029002068
msss_us,erq,negaff,shanahan_binary,-0.07446078059598388,-0.03561553994726155,0.9011409376305832,-0.018874686997335858,-0.1882954284185751,0.001670563572294892,0.0014054239273264952,0.006706243352728489,0.9012176489399508,0.015855138857443732,0.07565576300638716,0.7912216526276361
msss_comm,erq,pss,shanahan_binary,0.051754089661211054,0.02394129422219221,0.91337829183606,-0.16474210665611563,-0.1837452101370051,0.002350262418951532,-0.008526077758857402,-0.004399098137808573,0.9134334030904707,-0.17569431920613673,-0.0906508918054764,0.6810731328138513
msss_comm,erq,srh,shanahan_binary,0.05175411991466702,0.023941308300165356,0.9133782410982931,-0.010914286034822255,-0.07237637289684384,0.23504778220880196,-5.648592682291665e-4,-0.0017327850571710703,0.9137380082940876,0.10220789431595442,0.31353705596586506,0.15292538895536434
msss_comm,erq,posaff,shanahan_binary,0.048224287726500406,0.02232124601890616,0.9192399806669449,0.024744925449234206,0.25286858298561876,1.4191878913827338e-5,0.0011933064046346727,0.005644341851274185,0.9192619262292108,0.021972478085157385,0.1039298684315929,0.6316996325444417
msss_comm,erq,negaff,shanahan_binary,0.04822426722701656,0.022321236486915395,0.9192400149266615,-0.017326003138276168,-0.17284563248421644,0.004394214554676701,-8.355338053163575e-4,-0.0038581282384106607,0.9192909561670872,-0.0035959994230822566,-0.01660474636839986,0.9402646315454048
msss_us,erq,pss,shanahan_binary,-0.04960608754115789,-0.023710442394637005,0.9341383674484947,-0.17842450573552082,-0.1990058806305956,7.628462824875726e-4,0.008850941651004075,0.0047185174688857455,0.9341581635349974,0.02275621515245279,0.012131545202355959,0.965745994249557
income_numeric,erqs,negaff,twn,-0.008088007972884123,-0.09724373659654309,0.5111426661836083,5.88780465771978e-4,0.004692619680670563,0.9410167604383028,-4.762061101442186e-6,-4.5632787217488236e-4,0.9413865602358011,-0.002145873574046084,-0.20562985252419447,0.1658828018914531
msss_comm,erqs,pss,shanahan_binary,-0.017729455693326734,-0.010741823285503901,0.9614594519552411,0.09376919142572501,0.07985312721852755,0.18788120515867401,-0.0016624767247814646,-8.577681813762846e-4,0.9614853530258733,-0.17569438241292373,-0.09065092378972915,0.6810730260781572
msss_comm,erqs,srh,shanahan_binary,-0.017729785059826596,-0.010742022701457648,0.9614587368773291,0.008964327439826938,0.045387843339974226,0.4526961661334865,-1.5893559871403725e-4,-4.8755724352820645e-4,0.9615382293749895,0.10220789759237761,0.3135370629371256,0.1529253789641054
msss_comm,erqs,posaff,shanahan_binary,-0.016154358003222548,-0.009806371723885073,0.9648328481540636,-0.02192503593692658,-0.17083741852054532,0.003630637694628458,3.541848797586319e-4,0.0016752952303613958,0.9648368851833669,0.02197247969211864,0.10392987541564264,0.631699609581053
msss_comm,erqs,negaff,shanahan_binary,-0.016154310354334216,-0.00980634283882964,0.9648329516683678,-2.6871304297699963e-4,-0.0020440086453741547,0.9732555252363231,4.340873892508e-6,2.0044249542070716e-5,0.9787096432659732,-0.003595998394195452,-0.01660474156840675,0.9402646487420712
msss_us,erq,srh,shanahan_binary,-0.04960520984152326,-0.023710022913359025,NA,-0.013888164663694623,-0.09209718161841775,NA,6.889253224562e-4,0.0021836262864284722,NA,0.06173353867283548,0.19567139340973,NA
